약국명,도로명주소,자치구,행정동,심야약국,유년부양비,노년부양비,노령화지수,종합병원,병원,의원,치과병원,치과의원,한방병원,한방의원,인구밀도,한국인 0~4세,한국인 5~9세,한국인 10~14세,한국인 15~19세,한국인 20~24세,한국인 25~29세,한국인 30~34세,한국인 35~39세,한국인 40~44세,한국인 45~49세,한국인 50~54세,한국인 55~59세,한국인 60~64세,한국인 65~69세,한국인 70~74세,한국인 75~79세,한국인 80~84세,한국인 85~89세,한국인 90~94세,한국인 95~99세,한국인 100세 이상,외국인 0~4세,외국인 5~9세,외국인 10~14세,외국인 15~19세,외국인 20~24세,외국인 25~29세,외국인 30~34세,외국인 35~39세,외국인 40~44세,외국인 45~49세,외국인 50~54세,외국인 55~59세,외국인 60~64세,외국인 65~69세,외국인 70~74세,외국인 75~79세,외국인 80~84세,외국인 85~89세,외국인 90~94세,외국인 95~99세,외국인 100세 이상
아카데미약국,서울특별시 마포구 마포대로 52 205호 206호 (도화동 고려아카데미텔 II),마포구,도화동,0,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
성은약국,서울특별시 마포구 효창원로 255-1 1층 (공덕동),마포구,공덕동,0,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
현정약국,서울특별시 마포구 연희로 37 1층 (연남동),마포구,연남동,0,7.2,19.2,266,0,3,375,3,204,2,151,26066,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
대흥약국,서울특별시 마포구 대흥로 192-1 1층 (대흥동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
성산연세약국,서울특별시 마포구 월드컵북로38길 14 408호 (중동 오윤빌딩),마포구,성산2동,0,13,21.1,162.2,0,3,375,3,204,2,151,19647,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
마리약국,서울특별시 마포구 마포대로 109 2층 (공덕동 롯데시티호텔),마포구,아현동,0,19.4,16.7,86.3,0,3,375,3,204,2,151,34501,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
보천약국,서울특별시 마포구 신촌로 266-1 1층 (아현동),마포구,아현동,0,19.4,16.7,86.3,0,3,375,3,204,2,151,34501,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
행복약국,서울특별시 마포구 연희로 5 지하1층 (동교동),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
성모약국,서울특별시 마포구 백범로 127 1층 (염리동),마포구,염리동,0,17.7,15.9,90,0,3,375,3,204,2,151,29236,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
메디칼약국,서울특별시 마포구 월드컵로14길 5 1층 (서교동),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
메디칼세영약국,서울특별시 마포구 월드컵로 159 1층 (망원동),마포구,망원2동,0,13,22.6,173.1,0,3,375,3,204,2,151,28681,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
해오름약국,서울특별시 마포구 대흥로 34 1층 (용강동),마포구,용강동,0,21.5,18.8,87.6,0,3,375,3,204,2,151,26496,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
대교약국,서울특별시 마포구 도화길 10 1층 (도화동),마포구,도화동,1,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
우리약국,서울특별시 마포구 숭문길 215 1층 (대흥동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
온누리약국,서울특별시 마포구 월드컵북로 126 1층 (성산동),마포구,성산1동,0,10.3,20,193.5,0,3,375,3,204,2,151,24599,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
프라자약국,서울특별시 마포구 신촌로 238 1층 (아현동),마포구,아현동,0,19.4,16.7,86.3,0,3,375,3,204,2,151,34501,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
우리들약국,서울특별시 마포구 동교로 203 1층 (동교동),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
샘터약국,서울특별시 마포구 효창원로97길 10 1층 (공덕동),마포구,공덕동,0,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
선진약국,서울특별시 마포구 독막로20길 53 1층 (창전동),마포구,서강동,0,13,16.3,125,0,3,375,3,204,2,151,17508,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
유진온누리약국,서울특별시 마포구 도화4길 73 104호 (도화동 현대홈타운 상가동),마포구,도화동,0,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
합정동산약국,서울특별시 마포구 양화로 45 C-17호 (서교동 홈플러스합정점),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
청춘약국,서울특별시 마포구 마포대로 25 103호 (마포동 신한디엠빌딩),마포구,용강동,0,21.5,18.8,87.6,0,3,375,3,204,2,151,26496,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
미약국,서울특별시 마포구 신촌로 174 102호 (대흥동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
매일여는약국,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 B1094호 (상암동),마포구,상암동,1,20.1,17.8,88.5,0,3,375,3,204,2,151,3809,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
신일약국,서울특별시 마포구 손기정로 54 1층 (아현동),마포구,공덕동,1,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
수약국,서울특별시 마포구 월드컵로 151 1층 (망원동),마포구,망원2동,0,13,22.6,173.1,0,3,375,3,204,2,151,28681,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
우대약국,서울특별시 마포구 만리재로 27 1층 (신공덕동),마포구,공덕동,0,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
용약국,서울특별시 마포구 신촌로 102-1 1층 (노고산동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
연세참사랑약국,서울특별시 마포구 서강로 110 1층 (신수동),마포구,신수동,0,14.9,19,127.9,0,3,375,3,204,2,151,30264,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
팰리스약국,서울특별시 마포구 마포대로 143 220호 (공덕동 마포공덕파크팰리스 II),마포구,아현동,0,19.4,16.7,86.3,0,3,375,3,204,2,151,34501,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
열린약국,서울특별시 마포구 신촌로 16 1층 (동교동),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
성산현대약국,서울특별시 마포구 월드컵로 205 101호 (성산동 성산임대아파트 상가동),마포구,성산2동,0,13,21.1,162.2,0,3,375,3,204,2,151,19647,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
정성약국,서울특별시 마포구 만리재로 133 3층 (아현동 계룡빌딩),마포구,공덕동,0,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
라이프약국,서울특별시 마포구 신촌로 190 1층 (염리동),마포구,염리동,0,17.7,15.9,90,0,3,375,3,204,2,151,29236,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
삼성메디칼약국,서울특별시 마포구 도화길 32 220호 221호 (도화동 삼성프라자상가),마포구,도화동,0,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
성산진약국,서울특별시 마포구 월드컵북로38길 14 301호 (중동 오윤빌딩),마포구,성산2동,0,13,21.1,162.2,0,3,375,3,204,2,151,19647,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
명성약국,서울특별시 마포구 월드컵로 87 103호 (망원동 마포로얄프라자),마포구,망원1동,0,9.9,21.9,220.3,0,3,375,3,204,2,151,18684,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
예진약국,서울특별시 마포구 월드컵북로 402 321호 (상암동 KGIT센터),마포구,상암동,0,20.1,17.8,88.5,0,3,375,3,204,2,151,3809,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
상암올리브약국,서울특별시 마포구 월드컵북로 402 케이지아이티센터 314호 (상암동),마포구,상암동,0,20.1,17.8,88.5,0,3,375,3,204,2,151,3809,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
신촌온누리약국,서울특별시 마포구 백범로 28 제2서강빌딩 105호 (신수동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
허브약국,서울특별시 마포구 마포대로 73 104호 (도화동 SK허브그린),마포구,용강동,0,21.5,18.8,87.6,0,3,375,3,204,2,151,26496,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
푸른약국,서울특별시 마포구 마포대로 190 1층 (공덕동),마포구,공덕동,0,11.2,20.6,184.2,0,3,375,3,204,2,151,38366,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
망원동약국,서울특별시 마포구 망원로 69 1층 (망원동),마포구,망원2동,0,13,22.6,173.1,0,3,375,3,204,2,151,28681,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
수려한약국,서울특별시 마포구 월드컵북로 137 1층 2호 (성산동 씨에스타워),마포구,성산1동,0,10.3,20,193.5,0,3,375,3,204,2,151,24599,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
DMC하늘약국,서울특별시 마포구 월드컵북로 361 302호 (상암동 DMC이안상암2단지),마포구,상암동,0,20.1,17.8,88.5,0,3,375,3,204,2,151,3809,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
참약국,서울특별시 마포구 와우산로 149 1층 (서교동),마포구,서교동,1,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
delight이화약국,서울특별시 마포구 월드컵로3길 14 220호 (합정동),마포구,합정동,0,9.6,19.4,200.6,0,3,375,3,204,2,151,10800,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
사랑의약국,서울특별시 마포구 독막로 10 3층 (합정동 성지빌딩),마포구,합정동,0,9.6,19.4,200.6,0,3,375,3,204,2,151,10800,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
올리브약국,서울특별시 마포구 신촌로 88 1층 (노고산동),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
제민약국,서울특별시 마포구 삼개로 24 101호 (도화동 용현빌딩),마포구,도화동,0,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
더블유스토어연세약국,서울특별시 마포구 신촌로 92 1층 (노고산동 카리스빌딩),마포구,서교동,0,5.8,15.2,261.8,0,3,375,3,204,2,151,16352,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
구심당약국,서울특별시 마포구 월드컵로25길 58 1층 (망원동),마포구,망원2동,0,13,22.6,173.1,0,3,375,3,204,2,151,28681,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
원이약국,서울특별시 마포구 와우산로 94 제2기숙사 지하1층 B110호 (상수동),마포구,서강동,1,13,16.3,125,0,3,375,3,204,2,151,17508,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
라임약국,서울특별시 마포구 신촌로 170 2층 상가 311호 (대흥동 이대역푸르지오시티),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
미소가득한약국,서울특별시 마포구 월드컵북로 396 115호 (상암동 누리꿈스퀘어),마포구,상암동,0,20.1,17.8,88.5,0,3,375,3,204,2,151,3809,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
세명약국,서울특별시 마포구 마포대로 127 214호 (공덕동 풍림VIP텔),마포구,아현동,0,19.4,16.7,86.3,0,3,375,3,204,2,151,34501,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
신촌성은약국,서울특별시 마포구 서강로 138 1층 (노고산동),마포구,대흥동,0,8.2,16.2,198.7,0,3,375,3,204,2,151,18233,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
도원약국,서울특별시 마포구 마포대로 52 고려아카데미텔Ⅱ 1층 105호 (도화동),마포구,도화동,0,14.4,24.1,167.3,0,3,375,3,204,2,151,35481,9707,12894,13476,14127,24764,36473,32986,30024,29730,29452,30559,24724,23582,17718,12879,10672,8073,3992,1379,302,71,128,211,148,298,2685,2193,1370,899,732,458,449,457,285,210,94,39,31,9,5,2,3.0
