"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1101290","서울특별시 노원구 노해로 480 (상계동 1층)","수약국","02-930-0580","2000","1900","1900","1900","1900","1600","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","017","51","127.06144634973074","37.654190849210295","2022-07-20 17:42:07.0"
"C1107110","서울특별시 중랑구 신내로 82 금강프라자 1층 108호 (신내동)","수약국","02-3421-1459","2000","2000","2000","2000","2000","1600","1200","2200","0830","0830","0830","0830","0830","0830","0900","1000","020","67","127.09556566073736","37.606681601597906","2022-07-20 17:42:07.0"
"C1101287","서울특별시 서대문구 수색로 48  (남가좌동)","수약국","02-376-6710","1800","1800","1800","1800","1800","1300","1200","1230","1000","1000","1000","1000","1000","1000","0900","0900","037","12","126.9135997845734","37.570396696999595","2022-07-20 17:42:07.0"
"C1103972","서울특별시 양천구 중앙로 247 1층 (신정동)","수약국","02-2699-7189","1900","1900","1900","1900","1900","1400","1200","1230","0900","0900","0900","0900","0900","0900","0900","0900","080","73","126.8534180318","37.5183893393","2022-07-20 17:42:07.0"
"C1107892","서울특별시 강동구 올림픽로 774 1층 3호 (암사동)","수약국","02-426-1761","1900","1900","1900","1900","1900","1430","1200","1230","0930","0930","0930","0930","0930","0930","0900","0900","052","64","127.1278542477","37.5501875748","2022-07-20 17:42:07.0"
"C1101218","서울특별시 영등포구 도신로 90 (신길동)","수약국","02-848-3294","2030","2030","2030","2030","2030","1730","1200","1230","0830","0830","0830","0830","0830","0830","0900","0900","073","82","126.90247610672964","37.50692519820907","2022-07-20 17:42:07.0"
"C1101015","서울특별시 강남구 선릉로69길 19  (역삼동 역삼래미안아파트)","수약국","02-563-1601","2300","2300","2300","2300","2300","2300","2300","1230","0900","0900","0900","0900","0900","0900","0900","0900","062","18","127.05117688101471","37.497325328671","2022-07-20 17:42:07.0"
"C1101221","서울특별시 중구 서소문로 138","수연약국","02-777-1578","1900","1900","1900","1900","1900","1600","2300","1230","0800","0800","0800","0800","0800","0800","0900","0900","045","14","126.97641266839739","37.563690734948565","2022-07-20 17:42:07.0"
"C1102128","서울특별시 중랑구 봉우재로 39 (면목동)","가나안약국","02-434-9259","2230","2230","2230","2230","2230","2130","2100","2130","0900","0900","0900","0900","0900","0900","1300","0900","021","28","127.077491666666660","37.590680555555558","2022-07-20 17:41:59.0"
"C1103852","서울특별시 강북구 삼양로19길 25 107동 2호 (미아동 삼성래미안트리베라1차아파트)","수온누리약국","02-980-1854","1930","1930","1930","1930","1930","1400","2300","1230","0900","0900","0900","0900","0900","0900","0900","0900","012","00","127.02146470412252","37.61428744352894","2022-07-20 17:42:07.0"
"C1103855","서울특별시 영등포구 선유로 63 105호(문래동6가 EEU동신타워 )","수온누리약국","02-3667-7092","1930","1930","1930","2100","1930","1400","2300","1230","0900","0900","0900","0900","0900","0900","0900","0900","072","81","126.8890481072","37.5196535472","2022-07-20 17:42:07.0"
"C1107867","서울특별시 강남구 테헤란로 216 신웅타워 1층 (역삼동)","수온누리약국","02-553-6902","2000","2000","2000","2000","2000","1400","2300","1230","0830","0830","0830","0830","0830","0900","0900","0900","062","21","127.0401475881","37.5014444869","2022-07-20 17:42:07.0"
"C1100227","서울특별시 동작구 동작대로 65 1층 (사당동)","수온누리약국","02-581-6678","2100","2100","2100","2100","2100","2100","2100","1230","0900","0900","0900","0900","0900","0900","0900","0900","070","14","126.97770585793452","37.476076817316816","2022-07-20 17:42:07.0"
"C1108239","서울특별시 강북구 도봉로81길 12 1층 (수유동)","수유대한약국","02-904-8382","2000","2000","2000","2000","2000","1400","2100","1230","0830","0830","0830","0830","0830","0830","0900","0900","010","81","127.0223960096","37.6352362287","2022-07-20 17:42:07.0"
"C1104413","서울특별시 강북구 수유로 83 (수유동)","수유동약국","02-903-1313","2200","2200","2200","2200","2200","2200","2100","2100","0930","0930","0930","0930","0930","0930","1200","1000","010","80","127.02286639198262","37.636343178817675","2022-07-20 17:42:07.0"
"C1102284","서울특별시 강북구 도봉로 328 301호 (번동 가든타워빌딩)","수유상록수약국","02-900-7722","1500","1500","1500","1500","1500","1500","2100","2100","0900","0900","0900","0900","0900","0900","1200","1000","010","62","127.02534106217423","37.63730494951463","2022-07-20 17:42:07.0"
"C1108976","서울특별시 강북구 도봉로 247 1층 (미아동)","수유시장약국","02-6396-8727","2100","2100","2100","2100","2100","2100","2100","2100","0830","0830","0830","0830","0830","0830","1200","1000","011","18","127.024183150799","37.6304575879472","2022-07-20 17:42:07.0"
"C1103274","서울특별시 강북구 도봉로 324 (번동)","수유온누리약국","02-996-9777","2130","2130","2130","2130","2130","2030","1500","2100","0830","0830","0830","0830","0830","0830","1000","1000","010","62","127.02482447902145","37.6368971586457","2022-07-20 17:42:07.0"
"C1103061","서울특별시 강북구 도봉로67길 34 (미아동)","수유태평양약국","02-988-5607","2100","2100","2100","2100","2100","2000","2000","2100","0900","0900","0900","0900","0900","0900","0900","1000","011","20","127.02243761016618","37.63034026271957","2022-07-20 17:42:07.0"
"C1109231","서울특별시 강북구 삼양로123길 6-8 1층 (수유동)","수유파랑새약국","02-993-6240","1900","1900","1900","1900","1700","1300","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","010","29","127.015375192277","37.6452681047826","2022-07-20 17:42:07.0"
"C1107027","서울특별시 강북구 덕릉로 42 (수유동)","수유프라자약국","02-985-0071","2300","2300","2300","2300","2300","2300","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","011","11","127.0182310293","37.6340764764","2022-07-20 17:42:07.0"
"C1101079","서울특별시 동대문구 장한로 119 3층 305호 (장안동 삼성쉐르빌빌딩)","수인약국","02-2216-3301","2000","2000","1900","2000","2000","1700","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","026","24","127.07021418276321","37.57144898359592","2022-07-20 17:42:07.0"
"C1104854","서울특별시 영등포구 영등포로 26","수인옵티마약국","02-2676-7411","1900","1900","2000","1900","1900","1600","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","072","78","126.88486452737348","37.522813644272915","2022-07-20 17:42:07.0"
"C1108659","서울특별시 마포구 마포대로 63-8 삼창프라자빌딩 1층 104호 (도화동)","수정약국","02-711-0775","1900","1900","1900","1900","1900","1400","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","041","57","126.947815454166","37.5422597095372","2022-07-20 17:42:07.0"
"C1101108","서울특별시 구로구 경인로 319 대림프라자 1층 101호 (개봉동)","수정약국","02-2613-5195","1800","1800","1800","1800","1800","1300","1700","2100","0900","0900","0900","0900","0900","0900","0900","1000","082","33","126.85565556099561","37.49754247109616","2022-07-20 17:42:07.0"
"C1102220","서울특별시 양천구 중앙로 276 (신정동)","수정약국","02-2644-3395","2200","2200","2200","2200","2200","2100","1700","1330","0830","0830","0830","0830","0830","0830","0900","0900","080","82","126.85289740667525","37.520850224264606","2022-07-20 17:42:07.0"
"C1101112","서울특별시 영등포구 영등포로36길 16","수정약국","02-2678-2358","1800","1800","1800","1800","1800","1300","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","073","01","126.90342202190106","37.518758015395186","2022-07-20 17:42:07.0"
"C1101085","서울특별시 중구 장충단로 195 1 지하1층 (쌍림동)","수정약국","02-2279-3525","2000","2000","2000","2000","2000","1730","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","046","15","127.0063111248","37.5623047649","2022-07-20 17:42:07.0"
"C1101084","서울특별시 은평구 은평로10길 2","수정약국","02-383-4613","1800","1800","1800","1800","1800","1300","1700","1330","0830","0830","0830","0830","0830","0830","0900","0900","034","64","126.9226929980051","37.60006332392982","2022-07-20 17:42:07.0"
"C1102221","서울특별시 성동구 독서당로 297-2 (금호동3가)","수정약국","02-2296-7851","1500","1500","1500","1500","1500","1300","1700","1330","0900","0900","0900","0900","0900","0830","0900","0900","047","30","127.02214359229022","37.5480418609183","2022-07-20 17:42:07.0"
"C1100118","서울특별시 중랑구 동일로 933 1층 (묵동)","수정온누리약국","02-977-4887","2100","2100","2100","2100","2100","1600","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","020","05","127.07656485807064","37.6137339846451","2022-07-20 17:42:07.0"
"C1102219","서울특별시 영등포구 양평로22길 7 (양평동5가)","수정프라자약국","02-2677-3621","2000","2000","2000","2000","2000","1500","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","072","05","126.89415712937208","37.53848915728277","2022-07-20 17:42:07.0"
"C1107028","서울특별시 강북구 도봉로 61 1층 (미아동)","수종로약국","02-981-8151","1800","1800","1800","1800","1800","1400","1700","1330","1000","1000","1000","1000","1000","1000","0900","0900","012","05","127.0297202148","37.6146452567","2022-07-20 17:42:07.0"
"C1107364","서울특별시 성동구 마장로 289 3층 (마장동 엠디빌딩)","수지약국","02-554-9124","1800","1800","1800","1800","1800","1300","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","047","56","127.0416626578","37.5658799438","2022-07-20 17:42:07.0"
"C1104456","서울특별시 강남구 삼성로 150","수진약국","02-554-4691","2000","2000","2000","2000","2000","2000","1700","1330","0900","0900","0900","0900","0900","0900","0900","0900","135","280","127.06663799787316","37.49469172305536","2022-07-20 17:42:07.0"
"C1102215","서울특별시 성북구 돌곶이로 134 (장위동)","수진약국","02-915-1717","2000","2000","2000","2000","2000","2000","1700","2000","0800","0800","0800","0800","0800","0800","0900","0800","027","65","127.05345548097047","37.61443506858803","2022-07-20 17:42:07.0"
"C1108234","서울특별시 구로구 고척로 144 두발로빌딩 1층 (고척동)","수태평양약국","02-2625-2601","2100","2100","2100","2100","2100","2100","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","082","35","126.8499700006","37.5026751092","2022-07-20 17:42:07.0"
"C1107418","서울특별시 송파구 거마로 61 1층 (마천동 강동중앙의원)","수프라자약국","02-443-7727","1900","1900","1900","1900","1900","1500","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","057","34","127.14641637286105","37.49847375078677","2022-07-20 17:42:07.0"
"C1109133","서울특별시 서초구 사임당로 158 리더스원 상가 3층 306-1호 (서초동)","수플러스약국","02-597-2021","1830","1830","2000","2000","1830","1400","2100","2100","0840","0840","0840","0840","0840","0840","0900","0900","066","29","127.027176779785","37.4918503001644","2022-07-20 17:42:07.0"
"C1100033","서울특별시 은평구 연서로 146 (대조동)","수플러스온누리약국","02-353-4531","2030","2030","2030","2030","2030","1730","2100","2100","0830","0830","0830","0830","0830","0830","0900","0900","033","94","126.9177107362","37.6118272438","2022-07-20 17:42:07.0"
"C1100348","서울특별시 용산구 청파로47길 66 (청파동2가)","숙명온누리약국","02-717-6415","2130","2130","2130","2130","2130","1900","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","043","10","126.96677238423787","37.545065970477296","2022-07-20 17:42:07.0"
"C1100171","서울특별시 관악구 호암로22길 60 (신림동)","순환약국","02-885-0703","2100","2100","2100","2100","2100","1300","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","088","19","126.93616280226703","37.46854365447494","2022-07-20 17:42:07.0"
"C1103773","서울특별시 서초구 서초대로 114 102호 (방배동)","숨온누리약국","02-581-4242","2000","2000","2000","2000","2000","1900","2100","2100","0800","0800","0800","0800","0800","0800","0900","0900","066","64","126.99479422547871","37.48773786133386","2022-07-20 17:42:07.0"
"C1108294","서울특별시 동작구 상도로67길 31 1층 (상도동)","숭실길약국","02-2088-3043","2130","2130","2130","2130","2130","2130","2100","2300","0930","0930","0930","0930","0930","1100","1200","1030","070","27","126.9564045827556","37.495024495735194","2022-07-20 17:42:07.0"
"C1100992","서울특별시 종로구 지봉로8길 54 (숭인동)","숭인다모아약국","02-765-5885-6","1800","1800","1800","1800","1800","1300","1300","2300","1000","1000","1000","1000","1000","1000","1000","1030","031","09","127.01574012736563","37.5767558481044","2022-07-20 17:42:07.0"
"C1103486","서울특별시 강북구 도봉로 59 1층 (미아동)","숭인약국","02-988-7196","2200","2200","2200","2200","2200","2200","2100","2100","0830","0830","0830","0830","0830","0830","1100","1100","012","11","127.02967840794278","37.614224502923534","2022-07-20 17:42:07.0"
"C1100993","서울특별시 종로구 종로 407 1층 (숭인동)","숭인약국","02-929-0754","1900","1900","1900","1900","1900","1400","2100","2100","0900","0900","0900","0900","0900","0900","1100","1100","031","11","127.02224444444442","37.575486111111125","2022-07-20 17:42:07.0"
"C1109369","서울특별시 광진구 광나루로 521 1층 (구의동)","숲약국","02-6465-3333","0000","1900","1900","1900","1900","1400","2100","2100","0000","0900","0900","0900","0900","0900","1100","1100","049","77","127.087446272246","37.545130799097","2022-07-20 17:42:07.0"
"C1104066","서울특별시 송파구 석촌호수로 68  (잠실동)","숲약국","02-418-6700","2000","2000","2000","2000","2000","2000","2000","2100","0930","0930","0930","0930","0930","0930","1400","1100","055","59","127.08570725272739","37.51020927942998","2022-07-20 17:42:07.0"
