,사업장명,도로명주소,경도,위도,geometry
2513,오즈약국,서울특별시 마포구 토정로31길 24 상가동 B117호 (용강동 e편한세상마포3차아파트),194956.25364301,448813.415128501,POINT (950601.8967232036 1949284.3087304498)
2514,3층온누리약국,서울특별시 마포구 월드컵북로 230 305호 (중동 현대상가),191435.876990887,451990.707795053,POINT (947099.8368351244 1952479.1300982751)
2515,이화메세나약국,서울특별시 마포구 양화로 45 B105호 (서교동 메세나폴리스몰),192311.642580307,449855.643910445,POINT (947963.8761508694 1950340.2275400523)
2516,천사약국,서울특별시 마포구 양화로 48 1층 (합정동),192372.912190812,449677.867854977,POINT (948024.174104987 1950162.1941507703)
2517,인화약국,서울특별시 마포구 토정로 219 (신수동),194213.840677306,449192.525485578,POINT (949861.7957689627 1949667.2277158585)
2518,참사랑이화약국,서울특별시 마포구 연남로 42 상가B동 117호 (연남동 코오롱하늘채아파트),193070.464539788,451092.235363633,POINT (948728.9955576257 1951572.2903224055)
2519,정약국,서울특별시 마포구 마포대로 68 1층 112호 (도화동 마포아크로타워),195422.175350477,448787.973520895,POINT (951067.4997659068 1949256.3936820263)
2520,진약국,서울특별시 마포구 토정로 222 203호 (신수동 한국출판협동조합),194213.77053105,449124.9288509,POINT (949861.3653214363 1949599.6579462823)
2521,파마트엘지약국,서울특별시 마포구 양화로 156 116호 (동교동 LG팰리스빌딩),193166.430144679,450425.852790862,POINT (948821.3702956971 1950905.6564132764)
2522,중원약국,서울특별시 마포구 월드컵북로 190 1층 (성산동),191792.353841413,451792.167689973,POINT (947455.1160588108 1952278.7659479368)
2523,성심약국,서울특별시 마포구 독막로 266 105호 (대흥동 태영아파트상가),194855.132261445,449165.068261658,POINT (950502.6894833312 1949636.3628017614)
2524,연세프라자약국,서울특별시 마포구 서강로 97 1층 (창전동 삼성아파트상가),193610.492886389,449761.759018093,POINT (949261.7187401563 1950239.4547492135)
2525,인혜약국,서울특별시 마포구 만리재로 15 310311호 (공덕동 제일빌딩),195748.06444032,449145.578789461,POINT (951395.1668313389 1949612.1211750635)
2526,애오개약국,서울특별시 마포구 마포대로 204 103호 (아현동 마포에스케이허브),196087.923812924,449970.561400617,POINT (951739.2903605701 1950434.967159081)
2527,홍대365약국,서울특별시 마포구 와우산로27길 43 1층 (서교동),193402.043623997,450271.339620896,POINT (949056.0678384771 1950749.947381039)
2528,마포삼성약국,서울특별시 마포구 도화길 33 1층 우측호 (도화동),195463.106592061,448764.166019164,POINT (951108.288017571 1949232.3773732556)
2529,망원시장약국,서울특별시 마포구 월드컵로13길 56 1층 (망원동),191715.605020561,450348.788081266,POINT (947370.6999962917 1950836.3574764251)
2530,메디팜상암약국,서울특별시 마포구 상암산로1길 73 월드프라자 103호 (상암동),189611.288903747,453102.501535521,POINT (945281.8871768663 1953600.2254637484)
2531,김약국,서울특별시 양천구 지양로 75 (신월동),185195.750311335,446675.50089973,POINT (940833.7805239022 1947199.2375604762)
2532,엄마손약국,서울특별시 양천구 지양로 30 (신월동),185505.381428112,446337.165995936,POINT (941141.4907110914 1946859.3822950483)
2533,다민약국,서울특별시 양천구 신정이펜2로 20 401호 (신정동 서남프라자1),185099.82674039,445627.497359739,POINT (940732.3103561957 1946152.1453670927)
2534,나눔약국,서울특별시 양천구 목동중앙로 95 (목동),188633.716610661,448384.092557002,POINT (944279.5321071777 1948888.8524780928)
2535,온누리조은약국,서울특별시 양천구 곰달래로5길 30 (신월동 은성아파트),185214.1358482,447808.60383603,POINT (940858.1969779553 1948331.80960829)
2536,조아약국,서울특별시 양천구 목동동로 73 107호 (신정동 양지빌딩ll),187803.927345869,445959.667219293,POINT (943437.1439021131 1946469.782930897)
2537,보룡약국,서울특별시 양천구 목동중앙북로 3 (목동),187916.262445693,449629.868996021,POINT (943568.9950833997 1950137.973155592)
2538,수약국,서울특별시 양천구 중앙로 247 1층 (신정동),186971.769170476,446249.655024105,POINT (942606.8504470396 1946764.0924938782)
2539,종로프라자약국,서울특별시 양천구 목동로27길 5 1층 (신정동),187843.611020504,447366.640645544,POINT (943484.3086480891 1947876.0033790946)
2540,메디칼중앙약국,서울특별시 양천구 오목로 312 (목동),188617.140810233,446949.529618415,POINT (944255.3178193074 1947454.9313173827)
2541,햇살약국,서울특별시 양천구 목동중앙로 71 2층 (목동),188454.414943734,448208.039742948,POINT (944099.3612709928 1948713.8232040755)
2542,구룡약국,서울특별시 양천구 목동서로 340 상가비동 129호 (신정동 목동신시가지아파트9단지),187766.276177683,446265.890841351,POINT (943401.1385954185 1946776.08928659)
2543,미그린약국,서울특별시 양천구 신월로 341 4층 (신정동),,,POINT EMPTY
2544,보생약국,서울특별시 양천구 공항대로 624 (목동),188806.357409314,449380.616512279,POINT (944457.418148382 1949884.071611228)
2545,오렌지라임약국,서울특별시 양천구 목동로 223 1층 (신정동),187889.318611598,447351.606624409,POINT (943529.9185338876 1947860.7315812851)
2546,건강약국,서울특별시 양천구 곰달래로5길 30 (신월동),185214.1358482,447808.60383603,POINT (940858.1969779553 1948331.80960829)
2547,소중한약국,서울특별시 양천구 오목로 64 (신월동),186202.649870727,446699.633448538,POINT (941840.4234966796 1947217.996052034)
2548,우리들약국,서울특별시 양천구 목동중앙본로28길 1 1층 (목동),188502.318102705,449077.195070137,POINT (944151.8786704125 1949582.3880081596)
2549,소망약국,서울특별시 양천구 오목로 322 (목동),188705.447403067,446934.246266594,POINT (944343.5089135653 1947439.1833402098)
2550,목동한미약국,서울특별시 양천구 목동남로4길 2 118~123호 (신정동),187954.189632117,445124.131588947,POINT (943582.89764924 1945633.7685156586)
2551,비타민약국,서울특별시 양천구 신월로 177 도이치빌딩 1층 101호 (신월동),186032.300802064,446327.093480641,POINT (941668.1548251305 1946846.5063789028)
2552,미라클약국,서울특별시 양천구 목동동로 379 113호 (목동 광장상가),189214.609593464,448157.690643506,POINT (944858.994167519 1948659.441990698)
2553,마트온누리약국,서울특별시 양천구 오목로 299 지하101호 (목동 목동트라팰리스 웨스턴에비뉴),188472.759197224,447091.855963511,POINT (944111.7502508707 1947597.9720862326)
2554,보리약국,서울특별시 양천구 신월로 338 1층 (신정동),187415.922905255,446600.184140953,POINT (943052.7010916444 1947112.1205961157)
2555,새목동약국,서울특별시 양천구 목동서로 37 (목동 하이베라스),189473.530827695,448365.502006523,POINT (945118.9228941322 1948865.7930447976)
2556,한결약국,서울특별시 양천구 오목로 344 (목동 청학빌딩),188904.571764159,446861.525362878,POINT (944542.1689572184 1947365.4295252543)
2557,제민약국,서울특별시 양천구 곰달래로10길 9 (신월동),185500.803233936,447449.582889635,POINT (941142.8415494617 1947971.3982158827)
2558,세왕약국,서울특별시 양천구 중앙로 235 (신정동),187007.685,446135.935,POINT (942642.1466445294 1946650.2247948025)
2559,일준약국,서울특별시 양천구 오목로 48 (신월동),186046.676672471,446653.034652049,POINT (941684.2617541634 1947172.2461370132)
2560,팜메이트하나로약국,서울특별시 양천구 오목로 68 (신월동),186245.034335298,446712.77251619,POINT (941882.8617297555 1947230.90425783)
2561,해든아침약국,서울특별시 양천구 목동동로 293 1층 2627호 (목동),188953.066831076,447333.569187997,POINT (944593.1605603365 1947837.0326860638)
2562,한림약국,서울특별시 양천구 중앙로32길 61 102호 (신정동 현대프라자),187587.063452976,446444.996171878,POINT (943222.9490209967 1946956.0804936977)
2563,서강약국,서울특별시 양천구 목동중앙본로 126 (목동),188605.152756069,449381.134001881,POINT (944256.2938895074 1949885.661508551)
2564,목동약국,서울특별시 양천구 오목로 232 112호 (신정동 보성상가),187822.906666898,447060.377699409,POINT (943461.980312977 1947569.968645258)
2565,온누리은혜약국,서울특별시 양천구 신정로 293 112 114호 (신정동 신트리 1단지 A상가),187047.810109944,445755.514912318,POINT (942680.2297633991 1946269.7370399358)
2566,월드약국,서울특별시 양천구 목동서로 77 (목동),189151.208015925,448200.067716589,POINT (944795.8429383673 1948702.1405945655)
2567,메디팜신정교약국,서울특별시 양천구 신목로 36 102호 (신정동 대보빌딩),188775.802463919,446300.797031525,POINT (944410.4618604138 1946805.603704424)
2568,신국경약국,서울특별시 양천구 목동중앙본로 113 2동 104호 (목동),188551.0620266,449233.583455461,POINT (944201.4374535502 1949738.4562332279)
2569,보현약국,서울특별시 양천구 목동중앙남로4길 9 (목동),188232.144294285,448283.073673824,POINT (943877.576201132 1948790.012845538)
2570,황제한약국,서울특별시 양천구 목동중앙본로 111 (목동),188529.460893673,449260.984702232,POINT (944179.9907217692 1949765.9620614203)
2571,수정약국,서울특별시 양천구 중앙로 276 (신정동),186925.884838357,446522.764708979,POINT (942562.4387780366 1947037.341778747)
2572,홍일태평양약국,서울특별시 양천구 목동로 229 1층 (신정동),187871.363218228,447430.427686132,POINT (943512.390072089 1947939.6179790893)
2573,행복한약국,서울특별시 양천구 중앙로 275 (신정동),186871.131492965,446517.085069491,POINT (942507.6761882085 1947031.956037498)
2574,예주약국,서울특별시 양천구 목동서로 67 109110호 (목동),189197.506088261,448244.523188923,POINT (944842.3600564447 1948746.3321363444)
2575,무지개약국,서울특별시 양천구 등촌로 214 (목동),187886.552139099,449603.052220201,POINT (943539.1532491737 1950111.3250971066)
2576,한약국,서울특별시 양천구 월정로 57 (신월동),185911.857581422,446940.87715292,POINT (941551.027952258 1947460.696763828)
2577,강약국,서울특별시 양천구 화곡로 105 (신월동),185219.063117975,448660.569381106,POINT (940867.6631346099 1949183.4233576823)
2578,새롬약국,서울특별시 양천구 오목로 70 (신월동),186261.996243451,446719.845165285,POINT (941899.854822946 1947237.8838222905)
2579,이준약국,서울특별시 양천구 신월로 187 (신월동),186110.201186169,446397.806029971,POINT (941746.4021146732 1946916.77681624)
2580,목동즐거운약국,서울특별시 양천구 목동로 210 (목동),187948.252898047,447246.938313599,POINT (943588.2723892113 1947755.789527526)
2581,상마약국,서울특별시 양천구 신목로 100-6 (목동),188953.963181509,446792.121550223,POINT (944591.1715136657 1947295.7893451476)
2582,프라자약국,서울특별시 양천구 중앙로32길 55 (신정동),187523.574256064,446408.633352149,POINT (943159.2905065684 1946920.0699131202)
2583,로데오약국,서울특별시 양천구 신정중앙로 103 1층 (신정동 담우빌딩),187852.723365018,447149.18316504,POINT (943492.2587332189 1947658.5810500807)
2584,테마프라자약국,서울특별시 양천구 목동서로 389 101호 (신정동 테마상가),187658.894054739,445962.272968839,POINT (943292.1802899026 1946473.1603033678)
2585,레스큐약국,서울특별시 양천구 목동서로 49 (목동),189371.998478153,448321.909806254,POINT (945017.1974611264 1948822.758846073)
2586,신목약국,서울특별시 양천구 목동중앙로 85 지하1층 104호 (목동),188569.533100846,448315.673705478,POINT (944215.0086947103 1948820.8021071376)
2587,우성메디칼약국,서울특별시 양천구 지양로 78 (신월동),185221.95790954,446727.354964214,POINT (940860.254394071 1947250.9321773625)
2588,중앙제일약국,서울특별시 양천구 신목로 84 1층 (신정동),188843.45365005,446668.555985194,POINT (944480.0462772158 1947172.8602844528)
2589,건강온누리약국,서울특별시 양천구 오목로 350 (목동),188992.794245115,446886.620860522,POINT (944630.4910922996 1947390.0452661216)
2590,경창약국,서울특별시 양천구 월정로 53 (신월동),185919.935903308,446920.163216996,POINT (941558.9928114654 1947439.947713926)
2591,목동세명약국,서울특별시 양천구 목동중앙북로 27 (목동),188144.220046577,449584.740750439,POINT (943796.6243049935 1950091.6470079792)
2592,온누리학마을약국,서울특별시 양천구 신정로14길 6 103호 (신정동 학마을상가 1단지),186165.495957043,445104.207668176,POINT (941794.7846635554 1945623.3794055881)
2593,메디팜서울약국,서울특별시 양천구 목동동로 59 104호 (신정동 로얄프라자),187695.637047182,445876.969798744,POINT (943328.4547228189 1946387.6942147687)
2594,신월시장약국,서울특별시 양천구 곰달래로13길 20-1 (신월동),185494.645272158,447737.31800638,POINT (941138.2192979151 1948259.05612168)
2595,조일약국,서울특별시 양천구 신월로 168 (신월동),185983.856210213,446209.12310839,POINT (941619.1002813906 1946728.83927287)
2596,신세계약국,서울특별시 양천구 신정로 312 107호 (신정동 목동뉴프라자상가),187158.467033065,445678.076325463,POINT (942790.4316769259 1946191.7387300285)
2597,대우마이빌약국,서울특별시 양천구 공항대로 552 1층 (목동 대우마이빌빌딩),188169.180124964,449701.802558519,POINT (943822.198850094 1950208.5306413975)
